timestamp,accelX,accelY,accelZ,gyroX,gyroY,gyroZ,quatW,quatX,quatY,quatZ,altitude,temperature,analogValue,state
241983,0.021667,-0.055359,1.007446,-3.357428,13.450736,-32.011959,-0.544475,0.056179,-0.545638,0.634556,632.67,31.59,768.00,1
242083,-0.080872,-0.284851,0.851196,-4.349250,13.221854,-24.352047,-0.527872,0.063039,-0.542116,0.650752,632.72,31.59,766.00,1
242183,-0.010071,-0.321960,0.913696,-5.569953,1.747245,-13.274165,-0.522186,0.072183,-0.534339,0.660746,632.72,31.59,766.00,1
242283,0.080750,-0.328796,1.010376,-3.387946,-8.842355,-10.268184,-0.522718,0.085417,-0.520422,0.669793,632.72,31.59,768.00,1
242383,0.082703,-0.380066,0.951294,2.959710,-0.282174,1.038579,-0.525919,0.085769,-0.507094,0.677422,632.72,31.59,768.00,1
242483,-0.047668,-0.266296,0.974731,2.822381,0.953788,3.739385,-0.531524,0.081558,-0.494423,0.682912,632.73,31.59,766.00,1
242583,0.088074,-0.251160,1.007446,2.654535,1.045340,4.563359,-0.536743,0.078656,-0.481694,0.688246,632.73,31.59,768.00,1
242683,0.012390,-0.290710,0.976196,-1.251715,-2.906686,4.441289,-0.543551,0.079728,-0.469007,0.691534,632.73,31.59,768.00,1
242783,0.053406,-0.277527,0.981079,0.136834,1.075858,2.991704,-0.547652,0.078789,-0.457029,0.696409,632.73,31.59,766.00,1
242883,0.000183,-0.182800,0.937622,1.067621,-0.419503,4.960088,-0.554306,0.075965,-0.443742,0.700042,632.74,31.59,768.00,1
242983,0.040710,-0.275574,0.984497,2.654535,0.816458,5.494145,-0.560216,0.073046,-0.429617,0.704445,632.74,31.59,768.00,1
243083,-0.001282,-0.129089,0.936157,2.974969,-5.775339,22.782352,-0.580112,0.065469,-0.412946,0.699036,632.73,31.59,766.00,1
243183,0.062683,-0.377625,1.046509,5.080682,-4.432565,32.639530,-0.603854,0.056910,-0.395339,0.689798,632.72,31.59,768.00,1
243283,0.163269,0.153625,1.005981,21.865351,-3.562814,32.898930,-0.629326,0.034728,-0.367712,0.683756,632.72,31.59,768.00,1
243383,0.293152,0.118958,0.933716,11.580926,-13.877755,43.580082,-0.662792,0.023867,-0.339529,0.666970,632.72,31.59,768.00,1
243483,0.474792,0.138000,0.965454,-4.944343,-6.706125,77.363045,-0.711263,0.010642,-0.324566,0.623410,632.70,31.59,768.00,1
243583,0.437683,-0.013367,1.021118,2.913934,0.496024,61.417606,-0.746513,-0.004287,-0.308413,0.589553,632.69,31.59,768.00,1
243683,-0.090149,0.054016,0.951294,0.609857,5.043143,43.564823,-0.771743,-0.021882,-0.294980,0.562949,632.69,31.59,766.00,1
243783,0.100281,-0.040222,0.954224,6.652337,19.096487,49.103764,-0.793887,-0.045040,-0.287439,0.533934,632.69,31.59,768.00,1
243883,0.096375,-0.174011,1.018677,8.254510,4.051322,37.522343,-0.812785,-0.054397,-0.269966,0.513354,632.73,31.59,768.00,1
243983,0.016785,0.141907,0.935669,0.945550,-3.623849,5.280522,-0.820364,-0.055130,-0.249741,0.511453,632.72,31.59,766.00,1
244083,-0.122864,0.054504,1.006470,2.685052,5.851859,3.678349,-0.824832,-0.060557,-0.235177,0.510557,632.69,31.59,766.00,1
244183,-0.157043,0.030579,0.985962,-2.060431,0.068778,-0.182124,-0.828892,-0.058472,-0.218501,0.511632,632.69,31.59,766.00,1
244283,-0.091614,-0.028015,0.998657,-1.053351,2.479666,0.458745,-0.832094,-0.054262,-0.203496,0.513085,632.72,31.59,766.00,1
244383,0.032410,-0.043152,1.006958,-2.441901,-1.853830,-2.638789,-0.834243,-0.044483,-0.186493,0.516984,632.73,31.59,766.00,1
244483,0.045593,0.000305,1.011353,-1.846808,-3.288156,-3.142329,-0.836226,-0.036243,-0.167252,0.520990,632.72,31.59,766.00,1
244583,-0.006653,-0.027527,0.965454,-3.967780,-1.014596,-9.123775,-0.834766,-0.026169,-0.150615,0.528950,632.72,31.59,769.00,1
244683,-0.048645,-0.191589,1.050415,0.319940,-8.460885,-20.903561,-0.826709,-0.005471,-0.131667,0.546971,632.72,31.59,768.00,1
244783,0.088074,0.000793,1.009888,9.536248,-0.556833,-29.753658,-0.813850,-0.005349,-0.107788,0.570958,632.72,31.59,768.00,1
244883,0.036316,0.057922,0.958618,4.699212,-8.705026,-33.507320,-0.799090,-0.002377,-0.079840,0.595875,632.72,31.59,766.00,1
244983,-0.126770,0.053528,0.889771,-7.812995,-6.828195,-45.348141,-0.776836,-0.006976,-0.068487,0.625922,632.70,31.59,768.00,1
245083,0.522644,-0.165710,1.084106,-8.453864,-7.102853,-34.911129,-0.757768,0.019143,-0.054764,0.649934,632.70,31.59,768.00,1
245183,0.084167,-0.094421,1.025024,-7.797736,1.716727,-4.210444,-0.754869,0.035599,-0.044364,0.653397,632.70,31.59,768.00,1
245283,0.124695,0.054993,0.989868,-0.977057,4.112357,5.219487,-0.757903,0.030965,-0.028068,0.651021,632.70,31.59,768.00,1
245383,0.116882,0.053528,0.995728,0.762445,3.212088,0.763921,-0.758286,0.025754,-0.010021,0.651329,632.70,31.59,768.00,1
245483,0.106628,-0.002136,0.991333,-2.182502,-0.511056,0.382451,-0.758032,0.031425,0.008667,0.651396,632.72,31.59,768.00,1
245583,0.107117,0.008606,1.005005,-3.845710,-0.160104,0.763921,-0.757695,0.034054,0.026542,0.651173,632.73,31.59,766.00,1
245683,-0.001770,-0.068542,0.964478,-0.107306,-6.126291,0.794438,-0.758768,0.034613,0.010774,0.650345,632.73,31.59,768.00,1
245783,0.156921,-0.036804,0.898560,-3.220099,-18.195993,0.931767,-0.757827,0.060288,0.035804,0.648671,632.73,31.59,768.00,1
245883,0.262878,-0.001160,0.815063,1.693231,-29.106028,1.694707,-0.755828,0.084610,0.073381,0.645116,632.73,31.59,768.00,1
245983,0.489929,-0.061707,0.724731,1.723748,-30.448801,3.617314,-0.753537,0.114776,0.107180,0.638368,632.72,31.59,768.00,1
246083,0.848328,-0.080261,0.669067,1.632196,-27.625925,-1.448604,-0.747293,0.142095,0.139446,0.633964,632.72,31.59,768.00,1
246183,0.981140,0.118469,0.543091,-4.471320,-16.380198,5.524663,-0.743967,0.163369,0.163010,0.627093,632.72,31.59,768.00,1
246283,1.050964,-0.053894,0.540649,-1.312751,-8.613473,5.784062,-0.742075,0.181599,0.180218,0.619566,632.70,31.59,766.00,1
246383,1.131042,-0.099304,0.554810,-1.480597,-3.211862,2.854375,-0.739118,0.197020,0.193473,0.614370,632.69,31.59,766.00,1
246483,1.054871,-0.053406,0.526489,-1.419562,0.984305,1.542119,-0.735726,0.208726,0.204764,0.610908,632.67,31.59,768.00,1
246583,0.975769,-0.086609,0.490845,-0.290412,2.861136,-1.296016,-0.731366,0.218882,0.215094,0.609036,632.64,31.59,768.00,1
246683,0.957214,-0.057312,0.506470,-0.046271,5.470389,0.672368,-0.728297,0.227022,0.224006,0.606516,632.64,31.59,768.00,1
246783,0.937683,-0.109558,0.566040,1.250726,5.516165,1.648930,-0.726345,0.235762,0.231819,0.602572,632.67,31.59,768.00,1
246883,1.114441,-0.062195,0.612915,-1.053351,12.214774,-0.624629,-0.723519,0.240239,0.236209,0.602499,632.67,31.59,766.00,1
246983,0.844910,-0.010925,0.621704,-2.090949,21.309011,0.977544,-0.722665,0.238610,0.235617,0.604401,632.66,31.59,766.00,1
247083,0.720886,-0.007996,0.688599,2.593499,43.708916,-2.852412,-0.724744,0.218815,0.225662,0.613137,632.63,31.59,768.00,1
247183,0.288269,0.057434,0.811157,7.262689,31.440847,-4.042598,-0.732413,0.181833,0.202044,0.624242,632.63,31.59,768.00,1
247283,0.112488,0.078918,0.923950,2.944452,27.443045,-1.402827,-0.739293,0.150671,0.175959,0.632277,632.64,31.59,768.00,1
247383,0.196472,0.017883,0.945923,3.219110,37.178154,6.211308,-0.750958,0.116187,0.139900,0.634809,632.64,31.59,766.00,1
247483,-0.133606,0.106262,0.829224,5.126458,38.581963,4.319219,-0.759562,0.076649,0.105788,0.637174,632.64,31.59,766.00,1
247583,-0.548645,0.089172,0.725708,-2.594489,32.264824,2.396611,-0.764478,0.046645,0.069267,0.639211,632.64,31.59,766.00,1
247683,-0.765442,0.141418,0.504517,-0.763434,31.776541,7.416753,-0.770597,0.014932,0.034283,0.636218,632.64,31.59,766.00,1
247783,-0.759583,0.213684,0.442017,3.509027,26.054495,6.775884,-0.774723,-0.017871,0.006889,0.632004,632.64,31.59,768.00,1
247883,-1.007141,0.223450,0.223755,0.792962,17.585867,7.294683,-0.777985,-0.043626,-0.016935,0.626531,632.66,31.59,766.00,1
247983,-0.880188,0.270813,0.226685,-0.229377,16.075247,4.364995,-0.778859,-0.068660,-0.038993,0.622203,632.66,31.59,766.00,1
248083,-0.950012,0.293274,0.153931,-1.038092,7.606619,3.144292,-0.778807,-0.088375,-0.055612,0.618506,632.66,31.59,768.00,1
248183,-1.003235,0.266907,0.129517,-2.121466,1.442069,-0.365230,-0.776843,-0.103247,-0.069422,0.617276,632.66,31.59,768.00,1
248283,-1.000793,0.283020,0.134399,-1.785773,0.724906,2.381352,-0.776143,-0.118170,-0.081929,0.613938,632.67,31.59,768.00,1
248383,-0.944153,0.339661,0.129517,1.372796,-5.164987,3.693608,-0.776161,-0.132829,-0.087329,0.610162,632.66,31.59,766.00,1
248483,-1.046204,0.279602,0.142700,-0.809211,-10.688668,3.449468,-0.776333,-0.141930,-0.091589,0.607262,632.67,31.59,768.00,1
248583,-0.993958,0.325012,0.229126,-5.295295,-10.185128,1.252202,-0.775847,-0.148646,-0.097858,0.605296,632.67,31.59,766.00,1
248683,-0.832825,0.257629,0.315552,-13.229865,-23.399240,-4.683467,-0.774336,-0.142277,-0.100395,0.608338,632.67,31.59,768.00,1
248783,-0.803040,0.282532,0.488403,-13.245124,-23.612864,5.707768,-0.778560,-0.137308,-0.100562,0.604047,632.67,31.59,768.00,1
248883,-0.540344,0.212708,0.662720,-7.874030,-24.589426,6.547002,-0.782874,-0.136388,-0.095596,0.599468,632.69,31.59,768.00,1
248983,-0.444641,0.254700,0.784302,-8.072394,-21.110422,8.393315,-0.788504,-0.139271,-0.087139,0.592677,632.70,31.58,768.00,1
249083,-0.258118,-0.282898,0.836548,-18.066900,-21.308786,1.069096,-0.791372,-0.100015,-0.093307,0.595829,632.70,31.58,768.00,1
249183,-0.003723,-0.314636,0.896606,-23.956793,-28.022654,-10.649653,-0.789396,-0.048367,-0.088467,0.605541,632.70,31.58,766.00,1
249283,0.316589,-0.108582,1.054810,-0.031012,-2.937204,10.071782,-0.795894,-0.033479,-0.072372,0.600155,632.70,31.58,766.00,1
249383,0.095886,-0.058289,1.042114,4.043084,-7.972604,-0.929805,-0.796425,-0.018752,-0.050072,0.602362,632.72,31.58,768.00,1
249483,-0.006165,-0.085144,1.055786,7.567864,-7.697946,-0.121089,-0.796498,-0.001958,-0.032142,0.603776,632.72,31.58,768.00,1
249583,0.080261,-0.026062,1.003540,17.775995,-12.351876,-1.265498,-0.795910,0.003110,0.002580,0.605394,632.73,31.58,768.00,1
249683,0.174011,0.166321,0.906372,19.057734,-13.358956,0.474004,-0.795466,-0.005822,0.041697,0.604527,632.75,31.58,766.00,1
249783,0.288757,0.302063,0.869263,22.963984,-11.802560,1.603154,-0.794387,-0.018657,0.081525,0.601621,632.76,31.58,768.00,1
249883,0.393250,0.564270,0.617798,29.265863,-14.289742,-0.182124,-0.790486,-0.037754,0.125118,0.598368,632.75,31.58,766.00,1
249983,0.472839,0.659485,0.590942,20.156366,-10.093575,2.457646,-0.787383,-0.051758,0.160768,0.592871,632.75,31.58,766.00,1
250083,0.511414,0.777649,0.452271,22.475702,-11.970407,2.869634,-0.782880,-0.066961,0.198030,0.585997,632.73,31.58,768.00,1
250183,0.532898,0.930969,0.305298,10.497552,-1.243478,1.145390,-0.779002,-0.080821,0.220779,0.581270,632.73,31.58,768.00,1
250283,0.494324,0.886047,0.343384,-0.107306,-0.984079,0.489262,-0.775242,-0.087845,0.237486,0.578687,632.73,31.58,768.00,1
250383,0.552917,0.846985,0.378540,-6.180305,1.747245,2.244023,-0.773461,-0.090118,0.249851,0.575505,632.72,31.58,768.00,1
250483,0.529968,0.793274,0.428833,-17.761724,13.191337,2.823857,-0.775291,-0.089960,0.248725,0.573552,632.72,31.58,766.00,1
250583,0.438660,0.633118,0.576782,-24.124640,7.377738,4.548100,-0.777301,-0.081664,0.248570,0.572137,632.72,31.58,766.00,1
250683,0.416199,0.721985,0.626099,-26.108282,13.527030,3.434209,-0.779475,-0.078592,0.241877,0.572479,632.72,31.58,768.00,1
250783,0.390808,0.520325,0.773071,-22.568243,17.006033,3.312139,-0.782728,-0.075225,0.236248,0.570842,632.72,31.58,768.00,1
250883,0.291199,0.252258,0.874634,-24.963873,16.929739,2.518682,-0.793086,-0.049902,0.203168,0.572047,632.72,31.58,768.00,1
250983,0.179382,0.172668,0.932739,-25.070684,16.288870,3.373174,-0.801461,-0.032905,0.162380,0.574632,632.72,31.58,768.00,1
251083,-0.001770,0.001282,0.946899,-23.727911,16.471975,-4.881831,-0.803791,-0.021586,0.120094,0.582257,632.70,31.58,766.00,1
251183,-0.097961,-0.225281,0.905396,-26.138800,9.376639,-10.481807,-0.801293,-0.002067,0.081789,0.592645,632.70,31.58,768.00,1
251283,-0.057922,-0.362488,0.838501,-30.380743,11.131400,-4.363032,-0.800574,0.024011,0.041644,0.597296,632.70,31.58,766.00,1
251383,-0.159485,-0.609558,0.740845,-30.029791,12.901420,-1.204463,-0.799709,0.049035,0.000216,0.598375,632.70,31.58,768.00,1
251483,-0.190735,-0.634949,0.611938,-28.656500,13.588065,2.869634,-0.799163,0.072384,-0.041201,0.595310,632.70,31.58,768.00,1
251583,-0.312317,-0.887878,0.421997,-29.068487,14.412040,-0.136348,-0.795150,0.095328,-0.082961,0.593093,632.69,31.58,766.00,1
251683,-0.343079,-0.890808,0.219360,-28.595465,12.107963,4.502324,-0.791958,0.118226,-0.122912,0.586269,632.67,31.58,768.00,1
251783,-0.356750,-0.916687,0.072876,-20.920294,8.689994,4.624394,-0.788507,0.137335,-0.155987,0.578842,632.66,31.58,768.00,1
251883,-0.430969,-1.109070,-0.005249,-11.719245,5.226248,-1.952144,-0.782362,0.152571,-0.180769,0.576150,632.66,31.58,766.00,1
251983,-0.457825,-1.146179,-0.067261,-0.290412,-1.548654,4.029302,-0.781359,0.162189,-0.195803,0.569938,632.64,31.58,768.00,1
252083,-0.318176,-0.877625,-0.031616,14.983636,-5.790597,-1.921626,-0.780046,0.164970,-0.199070,0.569806,632.64,31.58,766.00,1
252183,-0.399231,-1.026550,0.103638,22.643549,-9.086495,-1.936885,-0.780533,0.163598,-0.196598,0.570393,632.66,31.58,768.00,1
252283,-0.330383,-1.061218,0.283325,35.293083,-17.555124,-1.051875,-0.784358,0.158766,-0.181451,0.571529,632.63,31.58,768.00,1
252383,-0.249817,-0.849792,0.481567,40.755730,-20.713694,9.644536,-0.794493,0.150026,-0.162914,0.565443,632.63,31.58,766.00,1
252483,-0.095520,-0.415222,0.726196,41.015129,-26.939280,-0.426265,-0.800133,0.145583,-0.138536,0.565151,632.68,31.58,766.00,1
252583,0.105652,-0.204285,0.961060,29.052240,-15.617257,5.311040,-0.808896,0.127792,-0.095554,0.565877,632.64,31.58,766.00,1
252683,0.441101,0.184875,0.973755,4.210931,-5.439645,6.867436,-0.813714,0.122917,-0.071536,0.563591,632.66,31.58,768.00,1
252783,0.011414,-0.086121,0.948853,-1.633185,2.632254,1.694707,-0.816296,0.106359,-0.064356,0.564090,632.66,31.58,768.00,1
252883,-0.064758,-0.142761,1.344360,-1.770514,-8.460885,-3.096553,-0.817324,0.092905,-0.055241,0.565941,632.67,31.58,766.00,1
252983,0.359070,-0.286804,1.320923,-1.907843,12.458915,2.717046,-0.816546,0.099118,-0.048823,0.566601,632.67,31.58,766.00,1
253083,0.009949,-0.172058,0.591431,-0.610846,9.575004,2.854375,-0.816103,0.107441,-0.070769,0.563398,632.67,31.58,766.00,1
253183,-0.149719,0.134094,0.139771,0.365716,-3.089792,0.947026,-0.819168,0.089327,-0.071064,0.562073,632.72,31.58,768.00,1
253283,-0.275208,-0.163269,1.116333,-14.923591,-7.224924,2.823857,-0.821505,0.087200,-0.084947,0.557046,632.72,31.58,768.00,1
253383,0.510437,-0.578796,2.289185,14.205438,-0.007516,7.569341,-0.824991,0.088106,-0.062537,0.554714,632.72,31.58,766.00,1
253483,-0.144348,-0.025085,0.689575,12.557488,16.380423,-3.874751,-0.824659,0.052171,-0.072942,0.558468,632.72,31.58,768.00,1
253583,-0.118469,0.162415,-0.068726,-4.562873,5.607718,-4.622432,-0.823267,0.033265,-0.080879,0.560870,632.73,31.58,766.00,1
253683,-0.216125,0.428040,0.134399,-14.389533,-11.878854,-4.530879,-0.823045,0.030186,-0.075980,0.562053,632.73,31.58,768.00,1
253783,0.555359,-1.267273,2.497681,-11.475104,-26.420481,2.518682,-0.823696,0.070919,-0.060495,0.559310,632.73,31.58,768.00,1
253883,0.346375,-0.439636,1.459595,11.504632,21.888845,4.624394,-0.824053,0.068519,-0.060252,0.559110,632.73,31.58,766.00,1
253983,-0.182922,0.108704,0.296021,11.413079,10.460013,-1.753780,-0.824573,0.035961,-0.066704,0.560650,632.73,31.58,768.00,1
254083,-0.210754,0.416809,-0.160034,1.433831,-14.320260,-4.713984,-0.824389,0.022400,-0.053934,0.562995,632.75,31.58,768.00,1
254183,-0.281067,-0.728699,1.284302,-23.346441,-18.958933,0.535039,-0.823319,0.060442,-0.067433,0.560301,632.73,31.58,768.00,1
254283,0.543152,-0.504089,1.644165,8.956414,6.797904,8.835820,-0.826491,0.066084,-0.056446,0.556193,632.72,31.58,768.00,1
254383,-0.114075,-0.087585,0.774536,8.437615,5.867117,5.112676,-0.830212,0.039712,-0.066955,0.551977,632.74,31.58,768.00,1
254483,-0.168274,-0.341980,0.953247,3.600580,-4.463083,-1.311275,-0.828604,0.049106,-0.078989,0.552048,632.74,31.58,766.00,1
254583,0.153503,-0.110046,0.968384,5.919915,-10.185128,1.511601,-0.830055,0.056515,-0.050209,0.552526,632.74,31.58,766.00,1
254683,0.229187,0.015442,1.031372,5.141717,0.557059,7.660893,-0.833988,0.052052,-0.028621,0.548568,632.74,31.58,768.00,1
254783,0.176453,-0.089539,1.041626,1.754266,1.854056,4.746465,-0.835622,0.057140,-0.010790,0.546211,632.74,31.58,768.00,1
254883,0.158386,0.061829,0.977173,0.030023,2.250785,3.312139,-0.837029,0.048454,0.005891,0.544969,632.72,31.58,768.00,1
254983,0.163269,0.089172,0.963013,-0.412482,2.678031,1.862553,-0.837507,0.039230,0.021841,0.544571,632.72,31.58,768.00,1
255083,0.090027,-0.024597,1.006958,0.380975,2.525443,2.610234,-0.838149,0.028412,0.037714,0.543386,632.72,31.58,766.00,1
255183,0.059265,-0.054871,1.010376,0.136834,-0.175363,0.412969,-0.839039,0.035295,0.019146,0.542580,632.72,31.58,766.00,1
255283,0.088562,0.011047,0.980591,-1.022834,-0.266916,0.199345,-0.838592,0.024545,0.035103,0.543066,632.71,31.58,766.00,1
255383,0.091003,-0.012878,0.996704,-0.443000,-0.297433,2.091435,-0.839416,0.044969,0.033637,0.540573,632.71,31.58,766.00,1